Pokedex Number,Pokemon Name,Alternate Form Name,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Special Event Ability,Special Event Ability Description,Male Ratio,Female Ratio,Base Happiness,Game(s) of Origin,Region of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth,Experience Growth Total,Experience Yield,Primary Egg Group,Secondary Egg Group,Egg Cycle Count,Pre-Evolution Pokemon Id,Evolution Details
800,Necrozma,Dusk Mane,Legendary,3.8,460,Psychic,Steel,Prism Armor,Reduces the power of supereffective attacks taken.,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Ultra Sun / Ultra Moon,Alola,97,157,127,113,109,77,680,0,3,0,0,0,0,3,255,Slow,1250000,306,Undiscovered,NULL,120,NULL,NULL
800,Necrozma,Dawn Wings,Legendary,4.2,350,Psychic,Ghost,Prism Armor,Reduces the power of supereffective attacks taken.,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Ultra Sun / Ultra Moon,Alola,97,113,109,157,127,77,680,0,0,0,3,0,0,3,255,Slow,1250000,306,Undiscovered,NULL,120,NULL,NULL
800,Necrozma,Ultra,Legendary,7.5,230,Psychic,Dragon,Neuroforce,Powers up moves that are super effective.,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Ultra Sun / Ultra Moon,Alola,97,167,97,167,97,129,754,0,1,0,1,0,1,3,255,Slow,1250000,339,Undiscovered,NULL,120,NULL,NULL
801,Magearna,NULL,Mythical,1,80.5,Steel,Fairy,Soul-Heart,Boosts its Sp. Atk stat every time a Pokémon faints.,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Sun / Moon,Alola,80,95,115,130,115,65,600,0,0,0,3,0,0,3,3,Slow,1250000,270,Undiscovered,NULL,120,NULL,NULL
802,Marshadow,NULL,Mythical,0.7,22.2,Fighting,Ghost,Technician,Powers up the Pokémon's weaker moves.,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Sun / Moon,Alola,90,125,80,90,90,125,600,0,2,0,0,0,1,3,3,Slow,1250000,270,Undiscovered,NULL,120,NULL,NULL
803,Poipole,NULL,Sub-Legendary,0.6,1.8,Poison,NULL,Beast Boost,The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Ultra Sun / Ultra Moon,Alola,67,73,67,73,67,73,420,0,0,0,0,0,1,1,45,Slow,1250000,189,Undiscovered,NULL,120,NULL,NULL
804,Naganadel,NULL,Sub-Legendary,3.6,150,Poison,Dragon,Beast Boost,The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Ultra Sun / Ultra Moon,Alola,73,73,73,127,73,121,540,0,0,0,3,0,0,3,45,Slow,1250000,243,Undiscovered,NULL,120,1334,Knowing Dragon Pulse
805,Stakataka,NULL,Sub-Legendary,5.5,820,Rock,Steel,Beast Boost,The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Ultra Sun / Ultra Moon,Alola,61,131,211,53,101,13,570,0,0,3,0,0,0,3,30,Slow,1250000,257,Undiscovered,NULL,120,NULL,NULL
806,Blacephalon,NULL,Sub-Legendary,1.8,13,Fire,Ghost,Beast Boost,The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Ultra Sun / Ultra Moon,Alola,53,127,53,151,79,107,570,0,0,0,3,0,0,3,30,Slow,1250000,257,Undiscovered,NULL,120,NULL,NULL
807,Zeraora,NULL,Mythical,1.5,44.5,Electric,NULL,Volt Absorb,Restores HP if hit by an Electric-type move instead of taking damage.,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Ultra Sun / Ultra Moon,Alola,88,112,75,102,80,143,600,0,0,0,0,0,3,3,3,Slow,1250000,270,Undiscovered,NULL,120,NULL,NULL
808,Meltan,NULL,Mythical,0.2,8,Steel,NULL,Magnet Pull,Prevents Steel-type Pokémon from escaping using its magnetic force.,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Let's Go Pikachu / Let's Go Eevee,Alola,46,65,65,55,35,34,300,0,1,0,0,0,0,1,3,Slow,1250000,135,Undiscovered,NULL,120,NULL,NULL
809,Melmetal,NULL,Mythical,2.5,800,Steel,NULL,Iron Fist,Powers up punching moves.,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Let's Go Pikachu / Let's Go Eevee,Alola,135,143,143,80,65,34,600,0,3,0,0,0,0,3,3,Slow,1250000,270,Undiscovered,NULL,120,1339,400 Meltan Candy
809,Melmetal,Gigantamax,Mythical,25,0,Steel,NULL,Iron Fist,Powers up punching moves.,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Sword / Shield,Galar,135,143,143,80,65,34,600,0,3,0,0,0,0,3,3,Slow,1250000,270,Undiscovered,NULL,120,NULL,NULL
810,Grookey,NULL,NULL,0.3,5,Grass,NULL,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,NULL,NULL,Grassy Surge,Turns the ground into Grassy Terrain when the Pokémon enters a battle.,NULL,NULL,87.5,12.5,50,Sword / Shield,Galar,50,65,50,40,40,65,310,0,0,0,0,1,0,1,45,Medium Slow,1059860,62,Field,Grass,20,NULL,NULL
811,Thwackey,NULL,NULL,0.7,14,Grass,NULL,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,NULL,NULL,Grassy Surge,Turns the ground into Grassy Terrain when the Pokémon enters a battle.,NULL,NULL,87.5,12.5,50,Sword / Shield,Galar,70,85,70,55,60,80,420,0,0,0,0,2,0,2,45,Medium Slow,1059860,147,Field,Grass,20,1439,Level 16
812,Rillaboom,NULL,NULL,2.1,90,Grass,NULL,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,NULL,NULL,Grassy Surge,Turns the ground into Grassy Terrain when the Pokémon enters a battle.,NULL,NULL,87.5,12.5,50,Sword / Shield,Galar,100,125,90,60,70,85,530,0,3,0,0,0,0,3,45,Medium Slow,1059860,265,Field,Grass,20,1440,Level 35
812,Rillaboom,Gigantamax,NULL,28,0,Grass,NULL,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,NULL,NULL,Grassy Surge,Turns the ground into Grassy Terrain when the Pokémon enters a battle.,NULL,NULL,87.5,12.5,50,Sword / Shield,Galar,100,125,90,60,70,85,530,0,3,0,0,0,0,3,45,Medium Slow,1059860,265,Field,Grass,20,NULL,NULL
813,Scorbunny,NULL,NULL,0.3,4.5,Fire,NULL,Blaze,Powers up Fire-type moves when the Pokémon's HP is low. ,NULL,NULL,Libero,Changes the Pokémon's type to the type of the move it's about to use.,NULL,NULL,87.5,12.5,50,Sword / Shield,Galar,50,71,40,40,40,69,310,0,0,0,0,0,1,1,45,Medium Slow,1059860,62,Field,Human-Like,20,NULL,NULL
814,Raboot,NULL,NULL,0.6,9,Fire,NULL,Blaze,Powers up Fire-type moves when the Pokémon's HP is low. ,NULL,NULL,Libero,Changes the Pokémon's type to the type of the move it's about to use.,NULL,NULL,87.5,12.5,50,Sword / Shield,Galar,65,86,50,55,60,94,410,0,0,0,0,0,2,2,45,Medium Slow,1059860,147,Field,Human-Like,20,1442,Level 16
815,Cinderace,NULL,NULL,1.4,33,Fire,NULL,Blaze,Powers up Fire-type moves when the Pokémon's HP is low. ,NULL,NULL,Libero,Changes the Pokémon's type to the type of the move it's about to use.,NULL,NULL,87.5,12.5,50,Sword / Shield,Galar,80,116,75,65,75,119,530,0,0,0,0,0,3,3,45,Medium Slow,1059860,265,Field,Human-Like,20,1443,Level 35
815,Cinderace,Gigantamax,NULL,27,0,Fire,NULL,Blaze,Powers up Fire-type moves when the Pokémon's HP is low. ,NULL,NULL,Libero,Changes the Pokémon's type to the type of the move it's about to use.,NULL,NULL,87.5,12.5,50,Sword / Shield,Galar,80,116,75,65,75,119,530,0,0,0,0,0,3,3,45,Medium Slow,1059860,265,Field,Human-Like,20,NULL,NULL
816,Sobble,NULL,NULL,0.3,4,Water,NULL,Torrent,Powers up Water-type moves when the Pokémon's HP is low. ,NULL,NULL,Sniper,Powers up moves if they become critical hits when attacking.,NULL,NULL,87.5,12.5,50,Sword / Shield,Galar,50,40,40,70,40,70,310,0,0,0,0,1,1,2,45,Medium Slow,1059860,62,Water 1,Field,20,NULL,NULL
817,Drizzile,NULL,NULL,0.7,11.5,Water,NULL,Torrent,Powers up Water-type moves when the Pokémon's HP is low. ,NULL,NULL,Sniper,Powers up moves if they become critical hits when attacking.,NULL,NULL,87.5,12.5,50,Sword / Shield,Galar,65,60,55,95,55,90,420,0,0,0,2,0,0,2,45,Medium Slow,1059860,147,Water 1,Field,20,1445,Level 16
818,Inteleon,NULL,NULL,1.9,45.2,Water,NULL,Torrent,Powers up Water-type moves when the Pokémon's HP is low. ,NULL,NULL,Sniper,Powers up moves if they become critical hits when attacking.,NULL,NULL,87.5,12.5,50,Sword / Shield,Galar,70,85,65,125,65,120,530,0,0,0,0,0,3,3,45,Medium Slow,1059860,265,Water 1,Field,20,1446,Level 35
818,Inteleon,Gigantamax,NULL,40,0,Water,NULL,Torrent,Powers up Water-type moves when the Pokémon's HP is low. ,NULL,NULL,Sniper,Powers up moves if they become critical hits when attacking.,NULL,NULL,87.5,12.5,50,Sword / Shield,Galar,70,85,65,125,65,120,530,0,0,0,0,0,3,3,45,Medium Slow,1059860,265,Water 1,Field,20,NULL,NULL
819,Skwovet,NULL,NULL,0.3,2.5,Normal,NULL,Cheek Pouch,Restores HP as well when the Pokémon eats a Berry.,NULL,NULL,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",NULL,NULL,50,50,50,Sword / Shield,Galar,70,55,55,35,35,25,275,1,0,0,0,0,0,1,255,Medium Fast,1000000,55,Field,NULL,20,NULL,NULL
820,Greedent,NULL,NULL,0.6,6,Normal,NULL,Cheek Pouch,Restores HP as well when the Pokémon eats a Berry.,NULL,NULL,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",NULL,NULL,50,50,50,Sword / Shield,Galar,120,95,95,55,75,20,460,2,0,0,0,0,0,2,90,Medium Fast,1000000,161,Field,NULL,20,1462,Level 24
821,Rookidee,NULL,NULL,0.2,1.8,Flying,NULL,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,Big Pecks,Protects the Pokémon from Defense-lowering effects.,NULL,NULL,50,50,50,Sword / Shield,Galar,38,47,35,33,35,57,245,0,0,0,0,0,1,1,255,Medium Slow,1059860,49,Flying,NULL,15,NULL,NULL
822,Corvisquire,NULL,NULL,0.8,16,Flying,NULL,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,Big Pecks,Protects the Pokémon from Defense-lowering effects.,NULL,NULL,50,50,50,Sword / Shield,Galar,68,67,55,43,55,77,365,0,0,0,0,0,2,2,120,Medium Slow,1059860,128,Flying,NULL,15,1469,Level 18
823,Corviknight,NULL,NULL,2.2,75,Flying,Steel,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,Mirror Armor,Bounces back only the stat-lowering effects that the Pokémon receives.,NULL,NULL,50,50,50,Sword / Shield,Galar,98,87,105,53,85,67,495,0,0,3,0,0,0,3,45,Medium Slow,1059860,248,Flying,NULL,15,1470,Level 38
823,Corviknight,Gigantamax,NULL,14,0,Flying,Steel,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,Mirror Armor,Bounces back only the stat-lowering effects that the Pokémon receives.,NULL,NULL,50,50,50,Sword / Shield,Galar,98,87,105,53,85,67,495,0,0,3,0,0,0,3,45,Medium Slow,1059860,248,Flying,NULL,15,NULL,NULL
824,Blipbug,NULL,NULL,0.4,8,Bug,NULL,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Telepathy,Anticipates an ally's attack and dodges it.,NULL,NULL,50,50,50,Sword / Shield,Galar,25,20,20,25,45,45,180,0,0,0,0,1,0,1,255,Medium Fast,1000000,36,Bug,NULL,15,NULL,NULL
825,Dottler,NULL,NULL,0.4,19.5,Bug,Psychic,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Telepathy,Anticipates an ally's attack and dodges it.,NULL,NULL,50,50,50,Sword / Shield,Galar,50,35,80,50,90,30,335,0,0,0,0,2,0,2,120,Medium Fast,1000000,117,Bug,NULL,15,1485,Level 10
826,Orbeetle,NULL,NULL,0.4,40.8,Bug,Psychic,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",Telepathy,Anticipates an ally's attack and dodges it.,NULL,NULL,50,50,50,Sword / Shield,Galar,60,45,110,80,120,90,505,0,0,0,0,3,0,3,45,Medium Fast,1000000,253,Bug,NULL,15,1486,Level 30
826,Orbeetle,Gigantamax,NULL,14,0,Bug,Psychic,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",Telepathy,Anticipates an ally's attack and dodges it.,NULL,NULL,50,50,50,Sword / Shield,Galar,60,45,110,80,120,90,505,0,0,0,0,3,0,3,45,Medium Fast,1000000,253,Bug,NULL,15,NULL,NULL
827,Nickit,NULL,NULL,0.6,8.9,Dark,NULL,Run Away,Enables a sure getaway from wild Pokémon.,Unburden,Boosts the Speed stat if the Pokémon's held item is used or lost.,Stakeout,Doubles the damage dealt to the target's replacement if the target switches out.,NULL,NULL,50,50,50,Sword / Shield,Galar,40,28,28,47,52,50,245,0,0,0,0,1,0,1,255,Fast,800000,49,Field,NULL,15,NULL,NULL
828,Thievul,NULL,NULL,1.2,19.9,Dark,NULL,Run Away,Enables a sure getaway from wild Pokémon.,Unburden,Boosts the Speed stat if the Pokémon's held item is used or lost.,Stakeout,Doubles the damage dealt to the target's replacement if the target switches out.,NULL,NULL,50,50,50,Sword / Shield,Galar,70,58,58,87,92,90,455,0,0,0,0,2,0,2,127,Fast,800000,159,Field,NULL,15,1488,Level 18
829,Gossifleur,NULL,NULL,0.4,2.2,Grass,NULL,Cotton Down,"When the Pokémon is hit by an attack, it scatters cotton fluff around and lowers the Speed stat of all Pokémon except itself.",Regenerator,Restores a little HP when withdrawn from battle.,Effect Spore,"Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.",NULL,NULL,50,50,50,Sword / Shield,Galar,40,40,60,40,60,10,250,0,0,0,0,1,0,1,190,Medium Fast,1000000,50,Grass,NULL,20,NULL,NULL
830,Eldegoss,NULL,NULL,0.5,2.5,Grass,NULL,Cotton Down,"When the Pokémon is hit by an attack, it scatters cotton fluff around and lowers the Speed stat of all Pokémon except itself.",Regenerator,Restores a little HP when withdrawn from battle.,Effect Spore,"Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.",NULL,NULL,50,50,50,Sword / Shield,Galar,60,50,90,80,120,60,460,0,0,0,0,2,0,2,75,Medium Fast,1000000,161,Grass,NULL,20,1490,Level 20
831,Wooloo,NULL,NULL,0.6,6,Normal,NULL,Fluffy,"Halves the damage taken from moves that make direct contact, but doubles that of Fire-type moves.",Run Away,Enables a sure getaway from wild Pokémon.,Bulletproof,Protects the Pokémon from some ball and bomb moves.,NULL,NULL,50,50,50,Sword / Shield,Galar,42,40,55,40,45,48,270,0,0,1,0,0,0,1,255,Medium Fast,1000000,122,Field,NULL,15,NULL,NULL
832,Dubwool,NULL,NULL,1.3,43,Normal,NULL,Fluffy,"Halves the damage taken from moves that make direct contact, but doubles that of Fire-type moves.",Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,Bulletproof,Protects the Pokémon from some ball and bomb moves.,NULL,NULL,50,50,50,Sword / Shield,Galar,72,80,100,60,90,88,490,0,0,2,0,0,0,2,127,Medium Fast,1000000,172,Field,NULL,15,1492,Level 24
833,Chewtle,NULL,NULL,0.3,8.5,Water,NULL,Strong Jaw,The Pokémon's strong jaw boosts the power of its biting moves.,Shell Armor,A hard shell protects the Pokémon from critical hits.,Swift Swim,Boosts the Pokémon's Speed stat in rain.,NULL,NULL,50,50,50,Sword / Shield,Galar,50,64,50,38,38,44,284,0,1,0,0,0,0,1,255,Medium Fast,1000000,57,Monster,Water 1,20,NULL,NULL
834,Drednaw,NULL,NULL,1,115.5,Water,Rock,Strong Jaw,The Pokémon's strong jaw boosts the power of its biting moves.,Shell Armor,A hard shell protects the Pokémon from critical hits.,Swift Swim,Boosts the Pokémon's Speed stat in rain.,NULL,NULL,50,50,50,Sword / Shield,Galar,90,115,90,48,68,74,485,0,2,0,0,0,0,2,75,Medium Fast,1000000,170,Monster,Water 1,20,1494,Level 22
834,Drednaw,Gigantamax,NULL,24,0,Water,Rock,Strong Jaw,The Pokémon's strong jaw boosts the power of its biting moves.,Shell Armor,A hard shell protects the Pokémon from critical hits.,Swift Swim,Boosts the Pokémon's Speed stat in rain.,NULL,NULL,50,50,50,Sword / Shield,Galar,90,115,90,48,68,74,485,0,2,0,0,0,0,2,75,Medium Fast,1000000,170,Monster,Water 1,20,NULL,NULL
835,Yamper,NULL,NULL,0.3,13.5,Electric,NULL,Ball Fetch,"If the Pokémon is not holding an item, it will fetch the Poke Ball from the first failed throw of the battle.",NULL,NULL,Rattled,"Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.",NULL,NULL,50,50,50,Sword / Shield,Galar,59,45,50,40,50,26,270,1,0,0,0,0,0,1,255,Fast,800000,54,Field,NULL,20,NULL,NULL
836,Boltund,NULL,NULL,1,34,Electric,NULL,Strong Jaw,The Pokémon's strong jaw boosts the power of its biting moves.,NULL,NULL,Competitive,Boosts the Sp. Atk stat sharply when a stat is lowered.,NULL,NULL,50,50,50,Sword / Shield,Galar,69,90,60,90,60,121,490,0,0,0,0,0,2,2,45,Fast,800000,172,Field,NULL,20,1496,Level 25
837,Rolycolt,NULL,NULL,0.3,12,Rock,NULL,Steam Engine,Boosts the Pokémon's Speed stat drastically if hit by a Fire- or Water-type move.,Heatproof,The heatproof body of the Pokémon halves the damage from Fire-type moves that hit it.,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,NULL,NULL,50,50,50,Sword / Shield,Galar,30,40,50,40,50,30,240,0,0,1,0,0,0,1,255,Medium Slow,1059860,48,Mineral,NULL,15,NULL,NULL
838,Carkol,NULL,NULL,1.1,78,Rock,Fire,Steam Engine,Boosts the Pokémon's Speed stat drastically if hit by a Fire- or Water-type move.,Flame Body,Contact with the Pokémon may burn the attacker.,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,NULL,NULL,50,50,50,Sword / Shield,Galar,80,60,90,60,70,50,410,0,0,2,0,0,0,2,120,Medium Slow,1059860,144,Mineral,NULL,15,1498,Level 18
839,Coalossal,NULL,NULL,2.8,310.5,Rock,Fire,Steam Engine,Boosts the Pokémon's Speed stat drastically if hit by a Fire- or Water-type move.,Flame Body,Contact with the Pokémon may burn the attacker.,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,NULL,NULL,50,50,50,Sword / Shield,Galar,110,80,120,80,90,30,510,0,0,3,0,0,0,3,45,Medium Slow,1059860,255,Mineral,NULL,15,1499,Level 34
839,Coalossal,Gigantamax,NULL,42,0,Rock,Fire,Steam Engine,Boosts the Pokémon's Speed stat drastically if hit by a Fire- or Water-type move.,Flame Body,Contact with the Pokémon may burn the attacker.,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,NULL,NULL,50,50,50,Sword / Shield,Galar,110,80,120,80,90,30,510,0,0,3,0,0,0,3,45,Medium Slow,1059860,255,Mineral,NULL,15,NULL,NULL
840,Applin,NULL,NULL,0.2,0.5,Grass,Dragon,Ripen,Ripens Berries and doubles their effect.,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Bulletproof,Protects the Pokémon from some ball and bomb moves.,NULL,NULL,50,50,50,Sword / Shield,Galar,40,40,80,40,40,20,260,0,0,1,0,0,0,1,255,Erratic,600000,52,Grass,Dragon,20,NULL,NULL
841,Flapple,NULL,NULL,0.3,1,Grass,Dragon,Ripen,Ripens Berries and doubles their effect.,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Hustle,"Boosts the Attack stat, but lowers accuracy.",NULL,NULL,50,50,50,Sword / Shield,Galar,70,110,80,95,60,70,485,0,2,0,0,0,0,2,45,Erratic,600000,170,Grass,Dragon,20,1501,Tart Apple
841,Flapple,Gigantamax,NULL,24,0,Grass,Dragon,Ripen,Ripens Berries and doubles their effect.,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Hustle,"Boosts the Attack stat, but lowers accuracy.",NULL,NULL,50,50,50,Sword / Shield,Galar,70,110,80,95,60,70,485,0,2,0,0,0,0,2,45,Erratic,600000,170,Grass,Dragon,20,NULL,NULL
842,Appletun,NULL,NULL,0.4,13,Grass,Dragon,Ripen,Ripens Berries and doubles their effect.,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ",NULL,NULL,50,50,50,Sword / Shield,Galar,110,85,80,100,80,30,485,2,0,0,0,0,0,2,45,Erratic,600000,170,Grass,Dragon,20,1501,Sweet Apple
842,Appletun,Gigantamax,NULL,24,0,Grass,Dragon,Ripen,Ripens Berries and doubles their effect.,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ",NULL,NULL,50,50,50,Sword / Shield,Galar,110,85,80,100,80,30,485,2,0,0,0,0,0,2,45,Erratic,600000,170,Grass,Dragon,20,NULL,NULL
843,Silicobra,NULL,NULL,2.2,7.6,Ground,NULL,Sand Spit,The Pokémon creates a sandstorm when it's hit by an attack.,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin.,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,NULL,NULL,50,50,50,Sword / Shield,Galar,52,57,75,35,50,46,315,0,0,1,0,0,0,1,255,Medium Fast,1000000,63,Field,Dragon,20,NULL,NULL
844,Sandaconda,NULL,NULL,3.8,65.5,Ground,NULL,Sand Spit,The Pokémon creates a sandstorm when it's hit by an attack.,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin.,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,NULL,NULL,50,50,50,Sword / Shield,Galar,72,107,125,65,70,71,510,0,0,2,0,0,0,2,120,Medium Fast,1000000,179,Field,Dragon,20,1504,Level 36
844,Sandaconda,Gigantamax,NULL,22,0,Ground,NULL,Sand Spit,The Pokémon creates a sandstorm when it's hit by an attack.,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin.,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,NULL,NULL,50,50,50,Sword / Shield,Galar,72,107,125,65,70,71,510,0,0,2,0,0,0,2,120,Medium Fast,1000000,179,Field,Dragon,20,NULL,NULL
845,Cramorant,NULL,NULL,0.8,18,Flying,Water,Gulp Missile,"When the Pokémon uses Surf or Dive, it will come back with prey. When it takes damage, it will spit out the prey to attack.",NULL,NULL,NULL,NULL,NULL,NULL,50,50,50,Sword / Shield,Galar,70,85,55,85,95,85,475,0,0,0,0,2,0,2,45,Medium Fast,1000000,166,Water 1,Flying,20,NULL,NULL
846,Arrokunda,NULL,NULL,0.5,1,Water,NULL,Swift Swim,Boosts the Pokémon's Speed stat in rain.,NULL,NULL,Propeller Tail,Ignores the effects of opposing Pokémon's Abilities and moves that draw in moves.,NULL,NULL,50,50,50,Sword / Shield,Galar,41,63,40,40,30,66,280,0,0,0,0,0,1,1,255,Slow,1250000,56,Water 2,NULL,20,NULL,NULL
